Date;Feed Time;Come Back to Eat;Food Type;Brand;Description;Amount(g);Left Amount(g);Total Ate Amount(g);Hungry;Love;Result;Note;Weight(kg)
2024-04-18;10:34;-;Kibble;奇境;澳洲鮭魚 + 紐西蘭 羊肺凍乾;32.7;21.4;11.3;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2024-04-18;13:30;-;Wet;nature 養生湯罐;白身鮪魚+鮭魚;37.8;1.7;36.1;❌ No, not interested;💕 Love it So Much;❌ - 💕;出門;
2024-04-19;10:20;5:00;Wet;法麗;微湯汁系列 天然黃鰭鮪佐正鰹,鮭魚;79.2;7.9;71.3;❌ No, not interested;💕 Love it So Much;❌ - 💕;出門;
2024-04-19;10:20;23:31, 4:06, ;Kibble;歐那特;多種魚;30.2;19.1;11.1;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-04-19;13:30;-;Wet;法麗;室內貓排毛 鮪魚佐柴魚;40.0;40.0;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;;
2024-04-19;13:30;23:31, 4:06, 4:58,;Wet;mon petit 貓倍麗;嚴選金罐角切鮮鮪魚(角切吞拿魚塊);85.0;11.8;73.2;❌ No, not interested;💕 Love it So Much;❌ - 💕;;
2024-04-19;13:30;-;Freeze-Dried;法麗;原肉凍乾零食 鮭魚;2.8;0.0;2.8;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2024-04-20;01:10;10:13, 16:50;Wet;惜時;in 機能湯 白身鮪魚&蝦肉&燒汁;80.0;11.5;68.5;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;;
2024-04-20;01:10;16:50,;Kibble;奇境;澳洲鮭魚 + 紐西蘭 羊肺凍乾;20.3;2.9;17.4;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2024-04-20;10:10;5:20;Wet;奇境;野生鮪魚燉雞湯;55.0;7.8;47.2;🔺 No, not really. Ate A Little;💕 Love it So Much;🔺 - 💕;吃一點就離開/沒有很餓？？ (阿吉媽推測);
2024-04-20;10:10;00:34, 00:40;Wet;原燒;白身鮪魚+吻仔魚;80.0;7.1;72.9;❌ No, not interested;💕 Love it So Much;❌ - 💕;19:40 (吃第一回合);
2024-04-20;10:10;00:34, 5:20;Kibble;奇境;澳洲鮭魚 + 紐西蘭 羊肺凍乾;33.2;7.3;25.9;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2024-04-21;01:00;-;Wet;銀湯匙;貓餐包 鰹魚, 鮪魚, 柴魚片;60.0;22.6;37.4;🔺 No, not really. Ate A Little;🔺 So So;🔺 - 🔺;;
2024-04-21;01:00;14:30;Kibble;歐那特;多種魚;21.9;19.8;2.1;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-04-21;10:50;22:13, 00:32, 4:20, 7:40;Wet;mon petit 貓倍麗;嚴選金罐鮪魚蟹肉拼盤(吞拿魚及蟹柳);85.0;44.9;40.1;💖 Yes, eat right away;🔺 So So;💖 - 🔺;;
2024-04-21;10:50;22:15, 22:48, 00:32;Wet;mon petit 貓倍麗;嚴選金罐懷石鮪魚料理(嚴選吞拿魚塊);35.5;0.6;34.9;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;21:50有陪玩約10分鐘, 玩得起來/22:30再陪玩, 有點玩不起來了/00:32 =>吃完;
2024-04-21;10:50;20:07, 22:50, 00:32, 4:17, 7:38, ;Kibble;歐那特;多種魚;50.1;20.4;29.7;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-04-22;01:10;11:12, 15:30;Wet;nature 養生湯罐;白身鮪魚+蔬菜;80.0;21.6;58.4;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;10:00 隔壁施工工人在門口施工, 感覺阿吉有警戒/半夜一直有地震, 不確定是否會影響飲食？;
2024-04-22;01:10;11:09, 15:30;Kibble;奇境;澳洲鮭魚 + 紐西蘭 羊肺凍乾;22.4;12.0;10.4;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2024-04-22;10:50;20:40, 21:50, 00:05, ;Wet;法麗;微湯汁系列 天然黃鰭鮪佐正鰹,鮭魚;120.9;7.6;113.3;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;16:55 陪玩約10分鐘, 有跑到鼻子紅紅的, 耳朵也有點紅紅的, 然後自己倒下;
2024-04-22;10:50;19:57;Kibble;奇境;澳洲鮭魚 + 紐西蘭 羊肺凍乾;43.3;38.1;5.2;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2024-04-23;00:50;11:30, 15:30, ;Wet;axia;新金罐濃厚8號 15歲 鮪魚 ;76.7;10.4;66.3;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;改到客聽用電腦, 沒有喵喵叫, 靜靜地坐在地上, 過一陣子自己跑去中島的臉盆睡覺;
2024-04-23;00:50;"9:10, 11:29, 15:30
";Kibble;歐那特;多種魚;20.2;10.4;9.8;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-04-23;10:40;4:45, 5:32;Wet;mon petit 貓倍麗;嚴選金罐懷石鮪魚料理(嚴選吞拿魚塊);54.4;4.2;50.2;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;;
2024-04-23;10:40;19:33, 3:03, 4:45, 5:32;Wet;nature 養生湯罐;白身鮪魚+鮮蝦;80.0;15.8;64.2;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;18:30有陪玩, 一開始玩不太起來, 後來吃了一點點罐罐, 突然玩得很起勁, 玩了大約30分鐘;
2024-04-23;10:40;19:38, 21:40, 4:45;Kibble;歐那特;多種魚;40.4;25.7;14.7;❌ No, not interested;🔺 So So;❌ - 🔺;3am 5am 咬人;
2024-04-24;01:30;14:15, 16:57, ;Wet;ciao;鰹魚燒晚餐包 ic-232(鰹魚+干貝);50.0;1.5;48.5;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;凌晨5:30有咬人＋攻擊;
2024-04-24;01:30;14:15, 17:18, ;Kibble;奇境;澳洲鮭魚 + 紐西蘭 羊肺凍乾;20.0;2.5;17.5;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2024-04-24;10:50;22:37, ;Wet;法麗;微湯汁系列 天然黃鰭鮪佐正鰹,鮭魚 - 冰過;46.3;4.0;42.3;❌ No, not interested;💕 Love it So Much;❌ - 💕;;
2024-04-24;10:50;"21:32, 22:37
";Wet;法麗;全營養主食罐 關節保健 鮪魚佐番茄;81.9;10.9;71.0;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;;
2024-04-24;10:50;21:31, 21:53, 22:37, ;Kibble;奇境;澳洲鮭魚 + 紐西蘭 羊肺凍乾;32.7;4.3;28.4;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2024-04-25;00:50;14:51, ;Freeze-Dried;法麗;原肉凍乾零食 鮭魚;2.2;0.0;2.2;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2024-04-25;00:50;9:30, 15:08, 16:25, ;Wet;原燒;白身鮪魚+蟹肉;80.0;24.6;55.4;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;;
2024-04-25;00:50;14:51, 16:25, ;Kibble;歐那特;多種魚;20.0;11.9;8.1;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-04-25;10:50;4:10, 4:39;Wet;mon petit 貓倍麗;上等鮮嫩鮪魚餐盒lc1;57.0;23.8;33.2;💖 Yes, eat right away;🔺 So So;💖 - 🔺;;
2024-04-25;10:50;19:31, 23:47;Wet;mon petit 貓倍麗;嚴選鮮味鰹魚餐盒 lc2;57.0;3.2;53.8;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;23:47 => 吃光;
2024-04-25;10:50;23:44, 4:08, ;Kibble;歐那特;多種魚;41.9;18.6;23.3;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-04-26;01:00;15:50, ;Wet;axia;金罐7號高湯 - 鮪魚;70.0;23.2;46.8;💖 Yes, eat right away;🔺 So So;💖 - 🔺;還在倒罐頭就開始吃了;
2024-04-26;01:00;9:45, 10:15, 10:55, 15:47, ;Kibble;歐那特;多種魚;20.0;5.9;14.1;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-04-26;10:40;19:39, 22:30, 5:13;Wet;ciao;原湯杯51號(鮪+蟹+鰹);122.1;2.4;119.7;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;半夜咬人;
2024-04-26;10:40;20:03, 22:30, 23:10, 00:48, 5:10, ;Kibble;歐那特;多種魚;35.9;11.3;24.6;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-04-27;01:20;10:03, 12:00, 15:18,;Wet;法麗;室內貓排毛 鮪魚佐鮭魚;80.0;22.6;57.4;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;還在倒罐頭就開始吃了;
2024-04-27;01:20;15:18, ;Kibble;歐那特;多種魚;20.0;13.7;6.3;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-04-27;10:00;23:00, ;Wet;water go;鮪魚broth(肉汁湯罐）;140.0;110.0;30.0;💖 Yes, eat right away;🔺 So So;💖 - 🔺;還在倒罐頭就開始吃了/21:00 => 有撥沙動作出現, 打翻湯罐,之後就沒再去吃了;
2024-04-27;10:00;20:36, 23:00, 3:42, 4:53, ;Kibble;歐那特;多種魚;43.7;4.9;38.8;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2024-04-28;00:50;10:06, 10:45, 14:48,;Wet;sheba;金罐 鮪魚及鮭魚 (湯汁);85.0;3.0;82.0;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;還在倒罐頭就開始吃了/14:48 => 吃光;
2024-04-28;00:50;14:47, 18:00,;Kibble;歐那特;多種魚;20.9;8.3;12.6;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-04-28;10:00;21:39, 4:17, ;Wet;mon petit 貓倍麗;鮪魚蟹肉鰹魚 極品上湯;40.0;5.0;35.0;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;還在倒罐頭就開始吃了/半夜很乖;
2024-04-28;10:00;23:30, 4:18, 8:22, ;Wet;ciao;近海鰹魚罐93號 (干貝味);80.0;4.3;75.7;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;還在倒罐頭就開始吃了;
2024-04-28;10:00;23:30, 4:13, 8:22, ;Kibble;歐那特;多種魚;38.1;20.6;17.5;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-04-29;00:50;9:43, 10:30, 14:45, ;Wet;惜時;in 機能湯 白身鮪魚&花枝&燒汁;80.0;7.0;73.0;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;還在倒罐頭就開始吃了;
2024-04-29;00:50;9:43, 10:28, 14:43, ;Kibble;歐那特;多種魚;20.0;12.2;7.8;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-04-29;10:40;19:41, 22:59, 2:43, 4:05, 5:13, ;Wet;petline;極品湯罐 (z17);80.0;17.5;62.5;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;還在倒罐頭就開始吃了;
2024-04-29;10:40;22:12, 22:57, 5:15;Wet;combo 吻饌;蒸煮餐包 鮪魚+鰹魚 pnr-1;40.0;3.1;36.9;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;5:15 => 吃光/還在倒就開始吃了;
2024-04-29;10:40;19:38, 22:56, 4:02, ;Kibble;歐那特;多種魚;42.2;24.1;18.1;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-04-30;00:50;9:36, 16:02, ;Wet;法麗;微湯汁系列 天然黃鰭鮪佐正鰹;80.0;3.4;76.6;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;淩晨4:40有咬人/還在倒就開始吃了;
2024-04-30;00:50;9:39, 16:00,;Kibble;歐那特;多種魚;20.5;9.7;10.8;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-04-30;10:40;22:30, 4:10, ;Wet;axia;新金罐濃厚1號-鮪魚;70.0;6.2;63.8;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;;
2024-04-30;10:40;20:32, 4:13, 7:47, ;Wet;axia;金罐1號-鮪魚(gn-1);70.0;7.4;62.6;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;;
2024-04-30;10:40;20:30, ;Kibble;歐那特;多種魚;39.7;28.5;11.2;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-04-30;10:40;-;Freeze-Dried;法麗;原肉凍乾 鮭魚;1.4;0.0;1.4;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2024-05-01;00:40;9:30, ;Wet;neko 貓湯罐;鮪魚+鮭魚 貓湯罐;80.0;39.3;40.7;🔺 No, not really. Ate A Little;🔺 So So;🔺 - 🔺;21:35 => 吐出食物, 不確定是吃完太激動？還是早上的食物？;
2024-05-01;00:40;9:30,;Kibble;歐那特;多種魚;20.3;13.3;7.0;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-05-01;10:05;18:35, 20:42, 21:30, 22:02, ;Wet;mon petit 貓倍麗;嚴選金罐特選汁煮鮪魚大餐(特選吞拿魚);85.0;1.5;83.5;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;;
2024-05-01;10:05;20:43, 21:02, 4:48;Wet;mon petit 貓倍麗;極上餐包- 鮮鮪紅鯛;35.0;12.2;22.8;🔺 No, not really. Ate A Little;🔺 So So;🔺 - 🔺;;
2024-05-01;10:05;18:32, 20:42, 21:01, 21:59, 3:21, 4:43,;Kibble;歐那特;多種魚;43.7;18.2;25.5;❌ No, not interested;💕 Love it So Much;❌ - 💕;;
2024-05-02;00:30;10:25, 14:38, 15:50, ;Wet;ciao;旨定貓罐 白身鮪魚1000億乳酸菌 a-135;85.0;25.8;59.2;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;;
2024-05-02;00:30;10:25, 14:36;Kibble;歐那特;多種魚;20.0;12.2;7.8;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-05-02;10:20;20:55, 22:13, 23:12, 3:58,;Wet;ciao;近海罐92號 鮪魚+吻仔魚;80.0;3.3;76.7;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;;
2024-05-02;10:20;-;Wet;ciao;柴魚鮮味餐包(鮪魚+扇貝) ic-353;40.0;2.3;37.7;💖 Yes, eat right away;❌ No!!!;💖 - ❌;;
2024-05-02;10:20;20:52, 22:12, 3:55, 8:14, ;Kibble;歐那特;多種魚;43.8;17.7;26.1;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-05-03;00:20;19:42, 4:13, ;Wet;原燒;白身鮪魚+鮮蝦;80.0;24.7;55.3;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;;
2024-05-03;00:20;14:44, ;Kibble;歐那特;多種魚;22.0;17.8;4.2;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-05-03;03:30;-;Wet;mon petit 貓倍麗;鮪魚蟹肉鮮蝦極品高湯;40.0;10.4;29.6;💖 Yes, eat right away;❌ No!!!;💖 - ❌;湯汁喝光剩肉,;
2024-05-03;11:00;19:42, 4:13, ;Wet;sheba;鮮饌包 鮪魚及鮭魚;70.0;15.3;54.7;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;;
2024-05-03;11:00;19:43, 23:42, ;Wet;sheba;鮮饌包 鮪魚及蟹肉口味;70.0;15.1;54.9;❌ No, not interested;💕 Love it So Much;❌ - 💕;;
2024-05-03;11:00;4:10, ;Kibble;歐那特;多種魚;49.2;37.5;11.7;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-05-04;00:40;9:55, ;Kibble;歐那特;多種魚;20.4;17.4;3.0;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-05-04;00:40;9:58, ;Wet;法麗;泌尿道保健主食罐 鮪魚佐紅蘿蔔;80.0;18.7;61.3;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2024-05-04;10:20;19:38, 20:38, 22:11, 4:16, ;Kibble;歐那特;多種魚;48.9;18.2;30.7;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-05-04;10:20;19:41, 20:39, 22:13, 22:51, 4:18, 5:03, ;Wet;法麗;室內貓排毛 鮪魚佐鮮蝦;162.7;73.2;89.5;❌ No, not interested;💕 Love it So Much;❌ - 💕;"";
2024-05-04;14:37;-;Freeze-Dried;法麗;原肉凍乾 鮪魚;1.6;0.0;1.6;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;;
2024-05-05;00:25;10:44, 14:49;Wet;axia;新金罐濃厚7號- 鮪, 牛;70.0;1.5;68.5;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;14:49 => 吃光;
2024-05-05;00:25;16:10,;Kibble;歐那特;多種魚;20.0;14.6;5.4;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-05-05;10:20;23:43, 4:07, ;Wet;ciao;原湯杯51號(鮪+蟹+鰹);120.0;39.7;80.3;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;;
2024-05-05;10:20;"23:39, 4:04, 8;14,";Kibble;歐那特;多種魚;44.6;21.2;23.4;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-05-05;13:44;-;Freeze-Dried;法麗;原肉凍乾 鮪魚;1.6;0.0;1.6;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;;
2024-05-06;00:20;9:48, 14:11, 14:50, 17:08, ;Wet;mon petit 貓倍麗;嚴選金罐鮮燴鰹魚大餐 (嚴選鰹魚塊);85.0;23.3;61.7;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;;
2024-05-06;00:20;14:10, 17:07, ;Kibble;歐那特;多種魚;21.2;17.9;3.3;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-05-06;10:20;19:32, 22:39, 4:08, 5:25, ;Wet;mon petit 貓倍麗;鮪魚蟹肉銀魚極品鮮湯 sp1 x2;80.0;17.4;62.6;❌ No, not interested;💕 Love it So Much;❌ - 💕;;
2024-05-06;10:20;19:33, 22:40, 5:23,;Wet;mon petit 貓倍麗;鮪魚蟹肉鰹魚 極品上湯;40.0;15.9;24.1;❌ No, not interested;💕 Love it So Much;❌ - 💕;;
2024-05-06;10:20;19:29, 20:34, 22:04, 22:38, 4:05, ;Kibble;歐那特;多種魚;47.9;14.1;33.8;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-05-06;14:19;-;Freeze-Dried;法麗;原肉凍乾 鮪魚;1.5;0.0;1.5;💖 Yes, eat right away;❌ No!!!;💖 - ❌;;
2024-05-07;00:30;14:32, 17:48, ;Wet;sheba;金罐 鮪魚及蟹肉(湯汁);85.0;17.3;67.7;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;;
2024-05-07;00:30;17:46, 18:04, ;Kibble;歐那特;多種魚;21.4;14.7;6.7;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-05-07;10:10;18:55, 21:16, 23:01, ;Wet;奇境;野生鮪魚燉雞湯;55.0;1.4;53.6;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;;
2024-05-07;10:10;18:55, 21:17, 4:04, ;Other;petline;極品貓罐 (z14);80.0;39.7;40.3;💖 Yes, eat right away;🔺 So So;💖 - 🔺;;
2024-05-07;10:10;4:00, ;Kibble;歐那特;多種魚;44.7;24.6;20.1;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-05-08;00:28;16:03, ;Kibble;歐那特;多種魚;20.8;11.3;9.5;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-05-08;00:28;9:18, 9:45, 16:05, ;Wet;法麗;微湯汁系列 天然黃鰭鮪佐正鰹;80.0;7.1;72.9;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;比平時更peace的感覺;
2024-05-08;10:20;22:36, 4:16, ;Kibble;歐那特;多種魚;22.2;17.5;4.7;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-05-08;10:20;21:06, 22:37, 4:15, ;Kibble;奇境;澳洲鮭魚 + 紐西蘭 羊肺凍乾;19.8;0.0;19.8;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2024-05-08;10:20;21:09, 22:37, 22:57, 4:17, 7:29,;Wet;法麗;微湯汁系列 天然黃鰭鮪佐正鰹, 鮮蝦;160.0;37.5;122.5;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;一樣比平時更peace, 六點多吃完就跑去洗澡睡覺了, 睡到八點半, 陪玩約30分鐘/21:06 吃完就又跑去睡覺了;
2024-05-08;14:55;-;Freeze-Dried;法麗;原肉凍乾 鮪魚;1.4;0.0;1.4;💖 Yes, eat right away;❌ No!!!;💖 - ❌;;
2024-05-09;10:05;21:29, 4:28,;Wet;axia;金罐芳醇餐包5號-鮪, 扇貝(ghp-5);60.0;31.7;28.3;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-05-09;10:05;-;Wet;axia;金罐芳醇餐包1號-鮪(ghp-1);60.0;60.0;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;;
2024-05-09;10:05;21:27, 23:32, 4:25, ;Kibble;奇境;澳洲鮭魚 + 紐西蘭 羊肺凍乾;34.2;7.7;26.5;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2024-05-09;11:30;21:30, 23:35, 4:26, ;Wet;mon petit 貓倍麗;嚴選金罐懷石鮪魚料理(嚴選吞拿魚塊);85.0;5.0;80.0;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;;
2024-05-09;23:53;8:21, 13:30, 15:54,;Wet;axia;金罐4號-鮪, 柴(gn-4);70.0;23.2;46.8;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;;
2024-05-09;23:53;7:55, 8:19, 13:29, 15:53, ;Kibble;奇境;澳洲鮭魚 + 紐西蘭 羊肺凍乾;20.3;3.8;16.5;💖 Yes, eat right away;🔺 So So;💖 - 🔺;"";
2024-05-10;00:31;9:14, 9:57, 16:10, ;Wet;ciao;旨定罐10號(鰹魚+柴魚片);85.0;42.9;42.1;💖 Yes, eat right away;🔺 So So;💖 - 🔺;;
2024-05-10;00:31;9:11, 9:55, 16:08, ;Kibble;奇境;澳洲鮭魚 + 紐西蘭 羊肺凍乾;20.0;1.9;18.1;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2024-05-10;10:10;20:21, 22:54, 01:13, 4:49, 7:58, ;Wet;ciao;近海罐92號 鮪魚+吻仔魚;80.0;11.5;68.5;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;;
2024-05-10;10:10;20:22, ;Wet;ciao;柴魚鮮味餐包(鰹魚) ic-352;40.0;5.5;34.5;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;;
2024-05-10;10:10;18:50, 20:17, 22:52, 00:43, 4:47, 7:55, ;Kibble;奇境;澳洲鮭魚 + 紐西蘭 羊肺凍乾;32.3;2.0;30.3;❌ No, not interested;💕 Love it So Much;❌ - 💕;換成大包裝1.8kg (coupang訂購）;
2024-05-11;00:27;15:21, ;Wet;mon petit 貓倍麗;嚴選金罐鮪魚蟹肉拼盤(吞拿魚及蟹柳);85.0;54.5;30.5;🔺 No, not really. Ate A Little;🔺 So So;🔺 - 🔺;;
2024-05-11;00:27;15:20, ;Freeze-Dried;法麗;原肉凍乾 鮪魚;1.4;0.0;1.4;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;;
2024-05-11;00:27;15:18, ;Kibble;奇境;澳洲鮭魚 + 紐西蘭 羊肺凍乾;20.4;13.6;6.8;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2024-05-11;10:39;20:36, 22:20, 00:23, 3:55, 6:16;Wet;mon petit 貓倍麗;上等鮮嫩鮪魚餐盒lc1;114.0;18.0;96.0;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;;
2024-05-11;10:39;20:32, 22:16, 3:53;Kibble;奇境;澳洲鮭魚 + 紐西蘭 羊肺凍乾;44.0;8.8;35.2;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2024-05-12;00:35;9:17, 15:34, ;Wet;法麗;微湯汁系列 天然嫩雞肉;80.0;8.4;71.6;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;"";
2024-05-12;00:35;9:15, ;Kibble;奇境;澳洲鮭魚 + 紐西蘭 羊肺凍乾;20.3;15.0;5.3;❌ No, not interested;🔺 So So;❌ - 🔺;可能不喜歡目前的飼料？;
2024-05-12;10:10;-;Wet;法麗;室內貓排毛 鮪魚佐柴魚;80.0;80.0;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;"";
2024-05-12;10:10;19:11;Kibble;奇境;澳洲鮭魚 + 紐西蘭 羊肺凍乾;75.2;71.7;3.5;❌ No, not interested;🔺 So So;❌ - 🔺;19:15 吃到一半吐/19:18追加30.2 g;
2024-05-12;10:10;00:03, 4:34,;Wet;法麗;室內貓排毛 鮪魚佐鮭魚;80.0;50.4;29.6;🔺 No, not really. Ate A Little;🔺 So So;🔺 - 🔺;"";
2024-05-12;11:23;20:48, 23:59, ;Kibble;ucat;雞肉+蔓越莓(試吃包）;30.5;8.2;22.3;❌ No, not interested;🔺 So So;❌ - 🔺;;
2024-05-12;13:36;4:36,;Wet;ciao;近海鰹魚罐93號 (干貝味);80.0;12.0;68.0;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;;
2024-05-13;00:55;9:42, 13:39, 18:04, ;Wet;axia;金罐8號 高湯 鰹魚;70.0;15.1;54.9;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;;
2024-05-13;00:55;9:39, 13:37, 18:02, ;Kibble;奇境;澳洲鮭魚 + 紐西蘭 羊肺凍乾;20.3;9.0;11.3;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2024-05-13;10:50;"20:45, 22:12, 00:23, 4:49
";Wet;axia;新金罐濃厚4號- 鮪, 雞gnt-4;70.0;4.2;65.8;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;00:23 => 吃光/4:49 => 盤裡的削削吃;
2024-05-13;10:50;20:46, 00:25, 4:12, 4:49;Wet;axia;新金罐濃厚5號- 鮪, 柴 gnt-5;70.0;7.5;62.5;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;;
2024-05-13;10:50;22:10, 00:20, 4:47, ;Kibble;奇境;澳洲鮭魚 + 紐西蘭 羊肺凍乾;39.0;25.6;13.4;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2024-05-14;00:15;9:55, 15:21, 15:43, ;Wet;ciao;旨定濃湯罐系列 a-231(鮪魚+雞肉);75.0;1.4;73.6;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;;
2024-05-14;00:15;9:53, 15:20, 15:45, ;Kibble;奇境;澳洲鮭魚 + 紐西蘭 羊肺凍乾;20.0;9.6;10.4;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2024-05-14;10:00;22:12, 00:19, 5:28, ;Wet;ciao;近海鮪魚罐91號 (鰹魚+鮪魚片);80.0;30.0;50.0;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;;
2024-05-14;10:00;-;Wet;ciao;柴魚鮮味餐包(鰹魚) ic-352;40.0;10.0;30.0;💖 Yes, eat right away;❌ No!!!;💖 - ❌;;
2024-05-14;10:00;22:10, 4:19, 5:25,;Kibble;奇境;澳洲鮭魚 + 紐西蘭 羊肺凍乾;39.9;28.7;11.2;❌ No, not interested;🔺 So So;❌ - 🔺;"";
2024-05-14;13:47;22:13, 00:16, 5:29, ;Wet;mon petit 貓倍麗;嚴選金罐角切鮮鮪魚(角切吞拿魚塊);85.0;26.6;58.4;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;;
2024-05-15;00:30;-;Wet;自然小貓;無膠肉湯罐 鮪魚魚湯;80.0;80.0;0.0;❌ No, not interested;❌ No!!!;❌ - ❌;想辦法調整菜單的隨機性;
2024-05-15;00:30;-;Freeze-Dried;法麗;天然原肉凍乾 鮪魚;2.0;0.0;2.0;💖 Yes, eat right away;💕 Love it So Much;💖 - 💕;;
